fmt,is_fp,K,aca_window,energy_pJ,mult_pJ,add_pJ,med,rmse,nmed,max_abs,nrmse,rel_bias
E5M2,True,3,,0.305000,0.125000,0.180000,2.128155e+00,2.765270e+00,3.365991e-01,9.482140e+00,3.365991e-01,-4.601988e-02
E5M2,True,2,,0.318889,0.138889,0.180000,1.571292e+00,2.044660e+00,2.488838e-01,6.667497e+00,2.488838e-01,-8.564528e-03
